Ticker,Horizon,Mode,n,relQLIKE_MF2,relQLIKE_MF2V,relRMSE_MF2,relRMSE_MF2V,dbar_QL,dbar_SE,J_HAC,DM_iid_QL,DM_HAC_QL,DM_HLN_QL,p_HLN_QL,p_boot_QL,DM_iid_SE,DM_HAC_SE,DM_HLN_SE,p_HLN_SE,p_boot_SE
XLK,5m,filtered,70,0.988082184861855,0.983711932494595,1.04987145948116,0.945732360720783,0.0190078393936061,119.054709649612,4,2.16207897856358,1.56811643866331,1.4672662014318,0.0734235606660223,0.102,3.34131375521429,2.43697817006249,2.28024884785202,0.0128434544445358,0.0148
XLK,6m,filtered,70,0.989748819425854,0.984237962592991,1.02837220733431,0.924935042835182,0.023859703124636,115.52769533853,5,2.73878400727806,1.93299359455069,1.78106200972317,0.0396518058472546,0.0391,3.82843053640377,2.44958887893369,2.25705336220904,0.0135869272375807,0.0122
XLK,7m,filtered,70,0.99187117006186,0.985781536333237,1.04591626665772,0.945534710430427,0.026332446753471,124.199165458609,6,2.71085642625575,1.87579830690846,1.70156428450142,0.0466697079236041,0.0234,3.57512228166046,2.26878742824334,2.05805050724629,0.0216823611511651,0.0091
XLK,8m,filtered,70,0.991727381623568,0.986572073593148,1.04974224087407,0.956166967197173,0.0223737278075902,120.148887823699,7,2.02305901111941,1.41712093596347,1.26524606014994,0.105019645127648,0.059,2.9118098819216,1.94426673528427,1.73589689085111,0.0435228886613523,0.0089
XLK,1d,unfiltered,127,0.725013922965716,0.721087531839316,0.937126272259251,0.939269456131497,0.00758547756963467,-0.15617812298,4,1.77893365232185,1.75971667654629,1.75277496634522,0.0410364639146655,0.0306,-1.79925830300661,-1.58191320773795,-1.57567289462521,0.941195630684451,0.9779
XLK,5d,unfiltered,127,0.847088448093304,0.846437848930762,0.898578306150756,0.90018084733348,0.0024389698160672,-3.1712596772932,4,0.5616400087613,0.548745317998625,0.546580633750014,0.292816748548415,0.2903,-1.12315465132595,-0.994243782764061,-0.990321701271541,0.838042561749257,0.9102
XLK,10d,unfiltered,127,0.883203110869115,0.88196687486414,0.895744332628227,0.896895928110212,0.00528833666390579,-7.38108053290804,4,1.46602241469068,1.44106429707446,1.43537960313212,0.0768283581973894,0.0538,-0.549396431366816,-0.500800457358811,-0.498824905447597,0.690613757853513,0.753
XLK,15d,unfiltered,127,0.912737888167325,0.911765300268507,0.895650811931801,0.896498559374898,0.00449938926843455,-8.34791841636677,4,1.17596688249515,1.08037831745191,1.07611645343299,0.141965680799232,0.1468,-0.27332590260795,-0.238867747447241,-0.237925464691579,0.593837311430166,0.6522
XLK,1m,unfiltered,127,0.928224077292453,0.928442960135091,0.882419585151652,0.884448051103313,-0.00109509922564804,-29.2848231089281,4,-0.209583313121264,-0.186524459765317,-0.185788660211697,0.573545370270238,0.6038,-0.489010888369038,-0.432679144070664,-0.430972316336281,0.666387554754761,0.7343
XLK,2m,unfiltered,127,0.975052534583976,0.986600661576013,0.991872746546429,0.99472619275466,-0.0579575538029568,-46.5219607848341,4,-1.13371546716547,-1.01662405264445,-1.00460870889057,0.841494654879159,0.922,-0.518024226448324,-0.474061656150268,-0.468458784819061,0.679867024477579,0.7386
XLK,3m,unfiltered,127,0.998780693917506,1.01362612652686,1.0054579705358,1.00684962651859,-0.0745701966145731,-22.9655044238663,4,-1.19479172273021,-1.05654048179671,-1.03573408815588,0.848845040077002,0.9259,-0.322535832804405,-0.270204354110212,-0.264883234615082,0.604233876774512,0.6449
XLK,4m,unfiltered,127,0.999173690853584,1.01371259944891,1.00748746550085,1.00907627629908,-0.0731239720948631,-26.2825101368678,4,-1.32997639969465,-1.14942682335182,-1.11774054560401,0.867097758290342,0.9384,-0.37827808128151,-0.306005568317057,-0.297569905225608,0.616739244684797,0.6517
XLK,5m,unfiltered,127,0.993031971902969,1.00715653157092,1.00238400136329,1.00515025370083,-0.0711116195113618,-45.5520575909197,4,-1.36955549898014,-1.17385151961319,-1.13224892393665,0.870160037090675,0.942,-0.633047879357441,-0.508026634654382,-0.49002160904313,0.687514622095844,0.7274
